Unnamed: 0,artist_song,song_x,artist_x,genre,lyric,like,year_x,artist_y,song_y,key,camelot,bpm,duration,popularity,energy,danceability,happiness,acousticness,instrumentalness,liveness,speechiness,loudness,year_y,target
123,태용 (TAEYONG) 원슈타인 Love Theory,Love Theory,태용 (TAEYONG),랩/힙합,"I think  I think, I'm fallin’ in you Deeply and slowly 내가 뭘 하는지도 막 모를 정도로 I wanna be your 알렉산드로 I need a love dictionary I need a love theory I need you, I need you  제발 말을 걸어주지 마 내게는 머릿속이 새하얘져 버리니까는 뭘 할 수가 있어야 말이지 말로는 뭘 못해 예행연습도 철저히 했다는데 아무래도 머릿속엔 뭔 문제가 있는 것 같아 야 너네 뭐하냐고 지금이 아니면 기회는 없는데 지금 떠나가는 그녀를 잡아야 해  She's far away from me I don't know what I'm doing Look at the theory book again 뒤돌아 나를 보는 너의 모습에 또다시 난  I think, I'm fallin’ in you Deeply and slowly 내가 뭘 하는지도 막 모를 정도로 You are my lovely fairy I need a love dictionary I need a love theory I need you (I need you)  최소 너보다 사랑과 이별을 백 번을 더 경험한 친구로서 I'll learn it 비교할 수가 없어 감히 뭐라도 사주고 물어봐 니 고민 뭐가 문제임 지금 이 노래 Hook을 보니 시크하기엔 너무 늦었고 있는 그대로 가 Keep being nerdy  너에겐 많은 돈이 있고 영어도 되고 키도 나랑 비슷한데 아쉬운 점 하나 바로 자신감 영어로 Confidence 태용, You know? 못 참는 건 나도 이해해 지금 전화하는 건 반대 내가 하는 말을 명심 결국 넌 하겠지만  I think, I'm fallin’ in you Deeply and slowly 내가 뭘 하는지도 막 모를 정도로 You are my lovely fairy I need a love dictionary I need a love theory I need you (I need you)  사랑은 헷갈리게 하잖아 상대성 이론보다도 어려운 이론 같아 내겐 해답을 주겠니, 원슈타인  사랑은 헷갈리지 않는단 말 사실 내 가사가 아냐 이게 얼마나 어지러운 건지 난 알잖아  (But you got me feeling like)  I think, I'm fallin’ in you Deeply and slowly 내가 뭘 하는지도 막 모를 정도로 You are my lovely fairy I need a love dictionary I need a love theory I need you, I need you  I need you baby I need you baby I need you baby  Baby","30,933",2022,"TAEYONG, Wonstein",Love Theory,B♭ Major,6B,120,3:20,53,71,88.0,89,,,,,,2022.0,0
124,김연지 Whisky on the Rock,Whisky on the Rock,김연지,"포크/블루스, 국내드라마",그날은 생일이었어 지나고 보니 나이를 먹는다는것 나쁜 것만은 아니야 세월의 멋은 흉내낼 수 없잖아 멋있게 늙는 건 더욱 더 어려워 비오는 그날 저녁 Cafe에 있었다 겨울 초입의 스웨터 창가에 검은 도둑고양이 감당 못하는 서늘한 밤의 고독 그렇게 세월은 가고 있었다 아름다운 것도 즐겁다는 것도 모두다 욕심일 뿐 다만 혼자서 살아가는 게 두려워서 하는 얘기 얼음에 채워진 꿈들이 서서히 녹아 가고 있네 혀끝을 감도는 whisky on the rock 모르는 여인의 눈길 마주친 시선의 이끌림 젖어 있는 눈웃음에 흐트러진 옷사이로 눈이 쫓았다 내 맘 나도 모르게 차가운 얼음으로 식혀야 했다 아름다운 것도 즐겁다는 것도 모두다 욕심일 뿐 다만 혼자서 살아가는 게 두려워서 하는 얘기 얼음에 채워진 꿈들이 서서히 녹아 가고 있네 혀끝을 감도는 whisky on the rock 아름다운 것도 즐겁다는 것도 모두다 욕심일 뿐 다만 혼자서 살아가는 게 두려워서 하는 얘기 얼음에 채워진 꿈들이 서서히 녹아 가고 있네 혀끝을 감도는 whisky on the rock,"11,446",2022,Kim Yeonji,Whisky on the Rock,B♭ Minor,3A,100,5:07,32,73,62.0,47,,,,,,2022.0,0
125,데이브레이크 (Daybreak) LUCY Oh-eh,Oh-eh,데이브레이크 (Daybreak),록/메탈,Oh 날이 저문 밤을 입은 듯이 달라진 넌 Oh-eh-oh-eh-oh-eh Oh 달과 별은 너가 내는 빛에 가려 Oh-eh-oh-eh-oh-eh 며칠 밤을 고민한 Question 무심하게 간단한 Answer 내게 남은 Cards are no good to you oh oh 별빛마저 사라지게 해 네온사인 화려한 불빛에 비친 너는 Oh oh You can count on me You can count on me You can count on me 이미 날 가진 듯이 Oh 날이 저문 밤을 입은 듯이 달라진 넌 Oh-eh-oh-eh-oh-eh Oh 달과 별은 너가 내는 빛에 가려 Oh-eh-oh-eh-oh-eh 낮과 밤이 전혀 다른 Mood 내 시선은 너에게 끌려 나도 모른 사이 네게 휘둘려 Oh oh Every day and night 낯선 느낌 너도 같은 걸 느낀다면 Don't worry I'm same oh oh You can count on me You can count on me You can count on me 이미 날 가진 듯이 Oh 날이 저문 밤을 입은 듯이 달라진 넌 Oh-eh-oh-eh-oh-eh Oh 달과 별은 너가 내는 빛에 가려 Oh-eh-oh-eh-oh-eh Oh 날이 저문 밤을 입은 듯이 달라진 넌 Oh-eh-oh-eh-oh-eh Oh 달과 별은 너가 내는 빛에 가려 Oh-eh-oh-eh-oh-eh,"19,289",2022,"DAYBREAK, LUCY",Oh-eh,A Minor,8A,107,3:21,34,81,75.0,71,,,,,,2022.0,0
126,그냥노창 없는계절,"없는계절 (Feat. 아이네, C JAMM, YUNHWAY)",그냥노창,랩/힙합,그댄 내가 잊은 내 심장에 귀를 대어 보곤 하늘을 봐도 모르겠어 너가 말한 그 계절이 언제였는지 오 그대여 난 춥고 더워 그댄 내가 잊은 내 심장에 귀를 대어 보곤 입술을 꽉 문 채로 나의 숨을 담아와 내게 부네요 그댄 내가 잊은 내 심장에 귀를 대어 보곤 입술을 꽉 문 채로 나의 숨을 담아와 내게 부네요 깨지듯 밝아오는 여명이 준 숨 가쁘게 졸리워지는 여명이 준 꿈 난 낮 밤을 보지 않아 그래서 잊힌 계절들 춥게 덥게 그냥만 지내고 마는 나를 깨워주려 살지마 봄에도 더운 여름에도 가는 가을에도 또는 추운 겨울에도 날 냅둬 난 내가 누군지 잊었어 까먹었어 없었듯이 그래 또 순간만 사는 감정들 웃고 울고 그런 척을 담아내는 내 얼굴을 웃게 해줘도 좋아 울게 해줘도 좋지만 내가 잊은 나를 그렇게 불러주지 마 내 눈을 닮은 사람 그 눈 안에 괴롭히는 사람 내 눈이 미운 사람 그 눈 안에 닮은 사람 우리 둘 다 털썩 누워 버린 건 피곤한 게 이유가 아니였지 그대로 누운 채 지낼 때도 피로 따위가 이유는 아니었지 닮아서 만난 건 아니지만 닮아갔고 같이 누웠지 닮아가서 싫은 건 아니지만 애초에 달랐기 때문에 우리 둘 많이 울었지 이쁘네 라며 쓸어줄 때 그제야 내 눈썹은 존재하곤 했지 이쁘게 잘자네 라며 못 자는 날 토닥여줄 때만 내 꿈은 잤었지 깊게 몸은 못 자고 쓰다듬어주는 손길을 타고 올라갔고 그 손결안에 내 얼굴을 숨기듯 묻고 잠에 든 척 웅얼대다 한마디 없이 꺼지듯 널 놔두고 한 순간 나만 잠에 드네 내가 네게 처음 말을 걸었을 때 원하는 바가 분명했던 거야 난 위태롭도록 외로웠기에 그냥 무작정 말을 걸어버린 거야 메마른 채 버티고있던 내 시간이 울음을 담고 있는 너를 안아가면 함께 무슨 싹이라도 틔울 것 같이 안아줬던 거야 안아버린 거야 근데 얼마도 못 가고 바로 알게 됐었지 너를 꺼내줘야만 내가 살겠어 와 맞선 어디서든 도망치려는 너의 망상이 마주한거였으니까 우리 둘 모두 어떻게 나오는 곳인지 모르지만 그냥 내일로 가는 시간의 터널을 지나면 너와 함께일것 같았어 널 위로인 동시에 책임감이라고 일기에 적었던 그 때 그냥 예뻐해주고 너의 반복되는 얘기를 들어주면 숨 뗀 갓 태어난 너가 되어 내게 안겨 환히 웃을 줄 알았어 그 땐 그래 놔줄게 그냥 너로 살아 진짜 나빠 그 죄 지금까지의 내가 누구였는지 잊은 것도 죄라면 그런 내 이름을 불러주고 쓰다듬던 넌 누군가요 쓰러진 구원이래 과출혈 중 수혈이래 모든 게 무뎌진대 그런 너를 거기 두고 도망쳐서 난 어디에 있나 난 어디에 있나 도망치고 있지 배수진이 내 눈앞의 지평선이 될 때까지 내 이름이 들려도 내 고갤 돌리지 못할 때까지 도망쳐 뛰어서 더 뛰어 도망쳐서 더 도망쳐 뛰어서 더 도망쳐 도망쳐 도망치고 있지 배수진이 내 눈앞의 지평선이 될 때까지 내 이름이 들려도 내 고갤 돌리지 못할 때까지 도망쳐 뛰어서 더 뛰어 도망쳐서 더 도망쳐 뛰어서 더 도망쳐 도망쳐 If you were God and you could punish people for their wrong doings Would you look at your own self of now and punish your sins and let you suffer for eternity for their sins If you were God and you could punish people for their wrong doings Would you look at your own self of now and punish your sins and let you suffer for eternity for their sins,"29,348",2022,"Nochang, INE, C JAMM, YUNHWAY","Hollow Season (Feat. INE, C JAMM, YUNHWAY)",F Minor,4A,80,7:07,15,57,59.0,24,,,,,,2022.0,0
127,뉴 (THE BOYZ) 봄바람처럼 날 찾아와,봄바람처럼 날 찾아와,뉴 (THE BOYZ),"발라드, 국내드라마",일 년에 그 반의반에 부는 봄바람이 그대일까 오늘따라 내 맘 따뜻한데 혹시 그대 올까 그대만을 기다리는 나를 닮은 그림자는 해가 뜨는 아침에는 사라진 듯 보여질 뿐 그 어느 날에 어딘가에서 꼭 어떻게든 만나기로 해 아직은 키 작은 외로움 조금 더 자라도 돼 누굴 사랑하는 것보다 난 기다리는 걸 잘하니까 그대는 봄바람처럼 날 찾아와 그대 얼굴 그대 말투 아니 그대 그 모든 게 그리워서 그리면서 나 혼자서 늘 기다려 그 어느 날에 어딘가에서 꼭 어떻게든 만나기로 해 아직은 키 작은 외로움 조금 더 자라도 돼 누굴 사랑하는 것보다 난 기다리는 걸 잘하니까 그대는 봄바람처럼 날 찾아와 내 겨울 끝날 수 있게 우리 꼭 사랑하기로 해 난 이곳에서 기다리면 돼 그대는 봄바람처럼 날 찾아와,"3,806",2022,NEW (THE BOYZ),Spring Breeze,F Minor,4A,177,3:44,38,33,22.0,13,,,,,,2022.0,0
128,NCT DREAM 버퍼링 (Glitch Mode),버퍼링 (Glitch Mode),NCT DREAM,댄스,"Scratch that bring it back (Shook! Shook! Ha) 네 앞에선  Glitch Mode 온몸이 고장 났어 Reload 난 어질 어질 어질 두통 또 돌고 돌아 I’m in Glitch Mode 전에 없던 Situation 너 아님 너만 Repetition Trouble trouble like a miscode 비상이 걸려 버 버퍼링이야 I’m on that Glitch Mode  엔진 Sound 위험해 겪은 적 없는 Pit a pat 네가 다가와 Whoop! The whoop! 왜 숨이 멎는데 가속도를 타는 심장 Go speeding up 이 감정은 어떤 말도 Can’t get enough  Watch me Imma be crazy 저항도 못하고 Hands up 돌이켜 놔 Into my mind 한방에 퍼지는 Ransom 왜 이래 왜 이래 왜 이건 치명적인 사태 Shutting me down 제어 불가 모두 다 Say I’m too much  네가 몰고 오는 달디단 소나기에 작은 싹이 돋아나 숲을 키워내 Growing up to heaven Touching on the sun 너를 아무리 아무리 막아도 자라나고 Trouble trouble like a miscode 비상이 걸려 I’m on that Glitch Mode I’m on that Glitch Mode I’m on  Scratch that bring it back (Shook! Shook! Ha) 네 앞에선  Glitch Mode 온몸이 고장 났어 Reload 난 어질 어질 어질 두통 또 돌고 돌아 I’m in Glitch Mode 전에 없던 Situation 너 아님 너만 Repetition Trouble trouble like a miscode 비상이 걸려 버 버퍼링이야 I’m on that Glitch Mode  Code is 버퍼링 칠해 이 Scene 너의 미모는 Clickbait going 네게 Auto pilot in the air  어디서도 본 적 없던 수식인 걸 외워 둘 수 있어 나는 네 모든 걸  너를 꿈꾸느라 밤새 너 없는 꿈은 전부 Nightmare 시작된 Glitch Mode 놀라지 않아도 돼 오류 하나쯤 I like it 이런 게 사랑이면 Ok  스친 손끝에도 머릿속이 정지돼 낯선 감각들이 내 몸을 지배해 There was no you There was no me 감정만 떠도는 Place 너 아닌 다른 모든 건 Out of the space  299,792 per second Light Speed Bass Drop Robot Blast Start Off Light Speed Bass Drop  Scratch that bring it back (Shook! Shook! Ha) 네 앞에선  Glitch Mode 온몸이 고장 났어 Reload 난 어질 어질 어질 두통 또 돌고 돌아 Iʼm in Glitch Mode 전에 없던 Situation 너 아님 너만 Repetition Trouble trouble like a miscode 비상이 걸려 버 버퍼링이야 I’m on that Glitch Mode","233,622",2022,NCT DREAM,Glitch Mode,C Minor,5A,167,3:27,56,78,63.0,69,,,,,,2022.0,0
129,오마이걸 (OH MY GIRL) Real Love,Real Love,오마이걸 (OH MY GIRL),댄스,"우린 이 음악을 빌려 이 분위기를 빌려 지금 이 공기 이건 마치 7시간 비행 뒤 만난 것 같은 섬 pink빛 하늘을 빌려 Talkin' 'bout the real love  낯선 과일 향기가 퍼져 이 기분은 뭘까 아주 살짝 감긴 나의 눈이 빛나고 있잖아 사랑을 말하기 이보다 완벽한 밤은 없어 지금이야  우린 이 음악을 빌려 이 분위기를 빌려 지금 이 공기 이건 마치 7시간 비행 뒤 만난 것 같은 섬 pink빛 하늘을 빌려 Talkin' 'bout the real love  웅성거린 소리는 모두 다른 외국어 같아 너에게 1, 2, 3 최면처럼 막 빠져드는 이 순간 사랑을 말하기 이보다 완벽한 밤은 없어 지금이야  우린 이 음악을 빌려 이 분위기를 빌려 지금 이 공기 이건 마치 7시간 비행 뒤 만난 것 같은 섬 pink빛 하늘을 빌려 Talkin' 'bout the real love  Real, real love It’s a Real, real love Real, real love It’s a Real, real love 이건 exotic experience 우연이라기엔 영화 속 한 장면 같아 솔직히 이 모든 게 자꾸만 느려져 천천히 가는 이 느낌 감각은 so unreal, real love  우린 이 음악을 빌려 이 분위기를 빌려 지금 이 공기 이건 마치 7시간 비행 뒤 만난 것 같은 섬의 pink빛 하늘을 빌려 Talkin' 'bout the real love","119,563",2022,OH MY GIRL,Real Love,G Major,9B,110,3:21,37,79,63.0,62,,,,,,2022.0,0
130,문별 (마마무) 서툰 이별을 하려해,서툰 이별을 하려해,문별 (마마무),발라드,우리 이제 헤어지기로 해 너도 알잖아 우린 충분했다는 걸 이별이 무서워 자꾸 피해 보지만 이젠 정말 끝인 걸 우리 사랑이 우리 추억이 이젠 끝나가지만 함께한 기억은 내가 다 가져갈게 끝이란 걸 알지만 끝이라고 안 할게 내 눈에 비친 네 모습이 날 나쁘게 만들어 나 이제 너와 서툰 이별을 하려 해 많이 아프겠지만 이제 정말 헤어지려 해 가끔 혼자 견디기 힘들어 나도 몰래 널 부르게 되면 그냥 지나쳐줘 서툰 이별이라서 그래 혹시 그때의 서로를 조금 더 이해했더라면 우린 조금은 달라졌을까 이제 와서 이러는 내가 너무 이기적인가 봐 내 눈에 비친 네 모습이 날 나쁘게 만들어 나 이제 너와 서툰 이별을 하려 해 많이 아프겠지만 이제 정말 헤어지려 해 가끔 혼자 견디기 힘들어 나도 몰래 널 부르게 되면 그냥 지나쳐줘 서툰 이별이라서 그래 우리의 최선은 여기까지인 거 같아 수고 많았어 이젠 널 보낼게 같은 추억 속에 우리를 이젠 보내줘야 해 애써 그냥 웃으며 아무렇지 않게 널 보낼게 우리 이제 정말 이별을 하려 해 많이 아프겠지만 많이 힘들겠지만 혹시 우리가 다시 만나게 되는 날이 다가오면 그땐 꼭 안아줘 많이 보고 싶었다고 말해줘,"33,150",2022,Moon Byul,Trying to say good-bye,C Major,8B,132,3:59,29,52,37.0,21,,,,,,2022.0,0
131,미노이 (meenoi) Tea time (Feat. 10CM),Tea time (Feat. 10CM),미노이 (meenoi),"R&B/Soul, 인디음악",너를 미워하는 이유는 나한테 없어 사랑이 다 대신할 테니까 계절이 지나가고 돌아오듯이 다 그런 거겠지 아마도 지긋지긋해 너와 내 맘 사이 멀어지고 있는 소리 들려 따끈따끈 안 해 지난밤 사이 겨울이 겨울이 왔나봐 차가운 너의 손 호호 불어 내 주머니 속에 넣고 네 손가락 만지작대며 따뜻한 티타임 보내기로 했지 그럼 우린 다시 사랑스럽게 너를 사랑하는 이유는 나한테 없어 마음이 그래서 그런거지 뭐 다투고 또 다투고 투닥거려도 다들 그렇고 그런거지 뭐 삐끗 삐끗해 너와 내 맘 사이 멀어지고 있는 소리 들려 두근두근 안 해 지난밤 사이 겨울이 겨울이 왔나봐 시간이 지나가면 갈수록 네게 스며든 내 모습을 보며 널 미워하다가도 결국은 사랑하지 너 없는 봄 여름 가을 겨울은 생각하지 않아 차가운 너의 손 호호 불어 내 주머니 속에 넣고 네 손가락 만지작대며 따뜻한 티타임 보내기로 했지 그럼 우린 다시 사랑스럽게,"42,033",2022,"meenoi, 10CM",Tea time (Feat. 10CM),F Major,7B,173,2:59,37,39,52.0,49,,,,,,2022.0,0
132,NCT U coNEXTion (Age of Light),coNEXTion (Age of Light),NCT U,댄스,Couple of little more 늘어가는 Extra points 본능적으로 이어 빛의 Line 점에서 선으로 Point and line to the plane 마침내 등장했었던 This digital digital monument Let’s create 두 발을 땅에 둔 채 Levitate 날아가 네게 지구 반대편 끝까지 We’re navigating everywhere 시간과 장소 전부 다 뛰어넘어 이제 다가와 다가와 Come alive now Oh 두 개의 작은 움직임들과 하나로 모여졌던 도착점에 그 모든 시선이 가득 차 Somehow 먼 곳에 있던 너의 목소릴 들을 수가 있고 난 대답해 Loud loud I can feel it everywhere We start this coNEXTion Connect connect me I’m gonna connect connect you 서로가 서로에게로 Synchronize 그 모든 감정들을 말해 말해 봐 전부 여기 여기다 지금의 너와 내가 만날 수 있게 Yeah we’re gonna make a big Connect coNEXTion Connect coNEXTion Connect coNEXTion 시작해 Yeah we’re gonna make a big Connect coNEXTion Connect coNEXTion Connect coNEXTion 시작해 Yeah we’re gonna make a big Pigeon feeding all these lost souls with my rap flows 불어와 Age of light Like that 반전 빛 하나 없이 피어난 꽃 Age 들어 난 Higher world 들어와 Yeah where you at right now 여러 갈래 빛의 Wave 모든 방향에서 눈이 멀어질 만큼 Shining so bright 커져가는 Tree 거스를 수 없어 Just like gravity 피할 수 없는 Destiny yeah Oh 두 개의 작은 움직임들과 하나로 모여졌던 도착점에 그 모든 시선이 가득 차 Somehow 먼 곳에 있던 너의 목소릴 들을 수가 있고 난 대답해 Loud loud I can feel it everywhere We start this coNEXTion Connect connect me I’m gonna connect connect you 서로가 서로에게로 Synchronize 그 모든 감정들을 말해 말해 봐 전부 여기 여기다 지금의 너와 내가 만날 수 있게 Yeah we’re gonna make a big Connect coNEXTion Connect coNEXTion Connect coNEXTion 시작해 Yeah we’re gonna make a big Connect coNEXTion Connect coNEXTion Connect coNEXTion 시작해 Yeah we’re gonna make a big History starting now 과거와 미래의 한가운데 기로에 서있어 기다리고 있어 내일의 네가 날 찾아내길 X Y Z 그리고 너란 시간의 축이 더해진 바로 이 순간 걱정하지 말고 내 손을 잡아 So we can fly away I’m connected to you And you’re connected to me 함께 시작해 Do it together 마침내 여기 Connect connect me I’m gonna connect connect you 서로가 서로에게로 Synchronize 그 모든 감정들을 말해 말해 봐 전부 여기 여기다 지금의 너와 내가 만날 수 있게 Yeah we’re gonna make a big Connect coNEXTion Connect coNEXTion Connect coNEXTion 시작해 Yeah we’re gonna make a big Connect coNEXTion Connect coNEXTion Connect coNEXTion 시작해 Yeah we’re gonna make a big Connect coNEXTion Connect coNEXTion Connect coNEXTion 시작해,"89,531",2022,NCT U,coNEXTion (Age of Light),B Minor,10A,150,3:47,41,87,71.0,82,,,,,,2022.0,0
133,Xydo (시도) 가보자,가보자,Xydo (시도),"록/메탈, 국내드라마",모두가 잠든 이 거리 보랏빛 하늘 그 속에 떠다니는 구름 같아 난 가끔은 비를 내리고 바람을 타고 다니지 이렇게 자유롭잖아 난 어디든 갈 수 있는 지금 끝이 없는 하늘 저 멀리 어제를 스치던 조각들은 오늘의 먼지가 되어 흩어져 가 시원한 바람 난 여행을 떠나는 거야 비밀스런 은하수 빛을 따라 반짝이는 꿈들로 가득 찬 저 세상이 날 부르고 있잖아 조금 더 가보자 이곳은 어디쯤일까 조금 느린 건 아닐까 잠시만 쉬어가도 될까 사실 난 알고 있는걸 숨을 고르는 이유는 좀 더 멀리 가려는 거야 눈부신 빛으로 가득한 그 곳에 나 닿을 수 있게 어제를 스치던 조각들은 오늘의 먼지가 되어 흩어져 가 시원한 바람 난 여행을 떠나는 거야 비밀스런 은하수 빛을 따라 반짝이는 꿈들로 가득 찬 저 세상이 날 부르고 있잖아 조금 더 가보자 조금 더 가보자 기다려왔던 세상 점점 더 선명해져 어제를 스치던 조각들은 오늘의 먼지가 되어 흩어져 가 시원한 바람 난 여행을 떠나는 거야 비밀스런 은하수 빛을 따라 반짝이는 꿈들로 가득 찬 저 세상이 날 부르고 있잖아 더 멀리 가보자,"3,125",2022,Xydo,Free,E Major,12B,132,3:46,46,79,69.0,83,,,,,,2022.0,0
134,솔라 (마마무) 꿀 (HONEY),꿀 (HONEY),솔라 (마마무),댄스,내가 좀 끌리니 하긴 뭐 말해 뭐해 대답만 하면 돼 그저 Do Do Do Do Do it 우리 둘이 같은 걸 보고 있다 생각하니 넌 아이쿠 넌 그저 내 fishing ground 난리 다 난리 네 눈에 꿀이 drop drop it 바삐 모두 바삐 여기저기 모여 휙 윙윙 호랑나비들도 모여 붕붕붕 모두 조급해 보여 네가 네가 다가와 나를 볼 때마다 꿀 떨어진다 뚝뚝뚝 잘한다 잘한다 아이 예뻐 우쭈쭈쭈 뿜뿜뿜뿜 움직여 감히 넘볼 수 없는 그 zone Don’t say anymore Do Do Do 그러다가 나 다 놓칠라 다 줄 듯 말 듯 하게 다가가 다 줬다 뺏다 할래 모조리 다 다 나를 보고 눈빛에서 꿀이 다 잡은 물고기라 방심하다 크게 다칠 거야 섣불리 덤비지는 마 꿀 떨어진다 꿀 떨어진다 크롭티만 입었었지 빨간 몰랐었지 의미를 그땐 이제 새겨 다 커보니 알게 된 Famous saying my friend piglet 뚠뚠해봐 그래봤자 넘어가나 내가 조심해 그러다 너 꿀 떨어질라 What about me 어차피 나 좋아할 거 알고 있으니 뭐 가만가만히 눈을 감아 느껴 입술 그 맛 HONEY 더 달콤한 베어구미 윙윙 호랑나비들도 모여 붕붕붕 모두 조급해 보여 네가 네가 다가와 나를 볼 때마다 꿀 떨어진다 뚝뚝뚝 잘한다 잘한다 아이 예뻐 우쭈쭈쭈 뿜뿜뿜뿜 움직여 감히 넘볼 수 없는 그 zone Don’t say anymore Do Do Do 그러다가 나 다 놓칠라 다 줄 듯 말 듯 하게 다가가 다 줬다 뺏다 할래 모조리 다 다 나를 보고 눈빛에서 꿀이 다 잡은 물고기라 방심하다 크게 다칠 거야 섣불리 덤비지는 마 꿀 떨어진다 꿀 떨어진다,"35,697",2022,Solar,HONEY,F# Major,2B,115,2:48,51,79,82.0,78,,,,,,2022.0,0
135,기현 (몬스타엑스) VOYAGER,VOYAGER,기현 (몬스타엑스),록/메탈,다 꿈일까 꼭 영화 속 한 장면 같아 Like 설렘 속 jamais vu 눈 뜬 순간 새로운 세상인 것 같아 Oops 전율 같은 놀라운 이 느낌 ooh Feeling like a voyager 자유로워 뜨겁던 내 삶의 여유로움 잊고 있던 떨림 I can feel it 꿈꿔왔던 paradise so beautiful Woah- uh-oh uh-oh Woah- uh-oh uh-oh Woah- uh-oh If you want it I can take you away What you waiting for 떠나 봐 가까이 있어 두 발 닿는 어디든 Come with me now 원한다면 don't hesitate You 그래 지금 고민만 하는 너 ooh Feeling like a voyager 자유로워 뜨겁던 내 삶의 여유로움 잊고 있던 떨림 I can feel it 꿈꿔왔던 paradise so beautiful Woah- uh-oh uh-oh Woah- uh-oh uh-oh Woah- uh-oh If you want it I can take you away 오늘이 아니면 영원히 놓칠지도 몰라 You know 지금이란 확신이 든 바로 이 순간 Everybody get up Everybody get up Everybody get up Everybody get up Everybody get up Feeling like a voyager 자유로워 뜨겁던 내 삶의 여유로움 잊고 있던 떨림 I can feel it 꿈꿔왔던 paradise so beautiful Woah- uh-oh uh-oh Woah- uh-oh uh-oh Woah- uh-oh If you want it I can take you away,"30,071",2022,KIHYUN,VOYAGER,A Major,11B,122,3:12,42,74,84.0,50,,,,,,2022.0,0
136,박봄 (Park Bom) 꽃 (With 김민석 of 멜로망스),꽃 (With 김민석 of 멜로망스),박봄 (Park Bom),발라드,숨을 쉬는 너무나도 당연한 것들 마저도 힘이 들고 잠이 드는 하루에 끝이 오는 그 순간마저 멀게만 느껴지는 그런 날들이 요즘 내겐 하루가 멀다 하고 매일을 날 아프게 해 난 너를 보내고 내 전부인 널 떠나보내고 다 져버린 꽃처럼 부서져 흩어진 유리처럼 I don't have tomorrow 한없이 약해빠진 나라서 지금 내 모습은 어쩔 수가 없는 너무나도 약해빠진 나라서 외로워지는 그런날엔 잠시 네게 기대 한없이 울고싶은데 다시 돌아올거라고 금방 지나갈거라고 아무 말하지마 다 알고있어 난 하루 빨리 잊어볼게 그런 날들이 요즘 내겐 하루가 멀다 하고 매일을 날 아프게 해 난 너를 보내고 내 전부인 널 떠나보내고 다 져버린 꽃처럼 부서져 흩어진 유리처럼 I don't have tomorrow 한없이 약해빠진 나라서 지금 내 모습은 어쩔 수가 없는 너무나도 약해빠진 나라서 한없이 약해 내겐 너없는 날이 저물어가면 다시 그리워지면 그 어두운 밤이 달빛에 기대 내게 닿으면 이 맘이 전해 진다면 난 너를 보내고 내 전부인 널 떠나보내고 너를보내고 다 져버린 꽃처럼 부서져 흩어진 유리처럼 I don't have tomorrow 한없이 약해빠진 나라서 지금 내 모습은 어쩔 수가 없는 너무나도 약해빠진 나라서,"16,494",2022,"Park Bom, Kim MinSeok",Flower (With Kim Minseok of Melomance),E♭ Major,5B,120,4:35,32,46,50.0,24,,,,,,2022.0,0
137,백예린 (Yerin Baek) 모니카  립제이 너머 (The Other Side),너머 (The Other Side),백예린 (Yerin Baek),발라드,아무것도 탓 할만한 게 없구나 나 혼자서 바꿀 수 있는 게 없구나 비어버린 거리에 나 혼자 멍하니 그 너머의 너도 나와 같은 맘일까 눈을 마주볼 수 없어도 우린 사랑을 하고 서로가 들리지 않아도 끝까지 노래해야 해 마음을 담아 시를 쓸 거야 아무것도 곁에 있는 게 없구나 아무것도 기대할 수가 없어서 시간은 무색하게 점점 흐르고 왠지 빼앗긴 것 같은 마음에 서러워 눈을 마주볼 수 없어도 우린 사랑을 하고 서로가 들리지 않아도 끝까지 노래해야 해 꼿꼿이 서 춤을 출 거야,"194,023",2022,"Yerin Baek, Monika, Lip J",The Other Side,C# Major,3B,140,3:31,27,46,40.0,27,,,,,,2022.0,0
138,dori Girlfriend,Girlfriend,dori,R&B/Soul,Girlfriend is on the car We good say the lie You push 오늘만 You talk 나를 오빠라고 Girlfriend is on the party We should say the love You push 오늘만 You talk 나를 오빠야 둘이서 바로 We can 둘이 서봐도 We good You need somebody I wish you yeah 꿈에서 봐도 We can 둘이서 바로 We good You need somebody I wish you Say Cause you Dance Shoot the movie Oh When she's got them movin' Oh We got the movie Oh Yeah This talk about Dance Shoot the movie Oh When she's got them movin' Oh We got the movie Oh Yeah Girlfriend is under party We good say the lie You push 오늘만 You talk 나를 오빠라고 Girlfriend is on the car We should say the love You push 오늘만 You talk 나를 오빠야 둘이서 바로 We can 둘이 서봐도 We good You need somebody I wish you yeah 꿈에서 봐도 We can 둘이서 바로 We good You need somebody I wish you Say Cause you Dance Shoot the movie Oh When she's got them movin' Oh We got the movie Oh Yeah This talk about Dance Shoot the movie Oh When she's got them movin' Oh We got the movie Oh Yeah Cause you Dance Shoot the movie Oh When she's got them movin' Oh We got the movie Oh Yeah This talk about Dance Shoot the movie Oh When she's got them movin' Oh We got the movie Oh Yeah Girlfriend is on the party We good say the lie You push 오늘만 You talk 나를 오빠라고,"11,749",2022,dori,Girlfriend,B♭ Major,6B,102,2:24,41,54,87.0,87,,,,,,2022.0,0
